months_as_customer,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,fraud_reported,loss_ratio,profitability,vehicle_age,incident_year,incident_month,incident_day,policy_bind_year,policy_bind_month,policy_bind_day,Parked Car,Single Vehicle Collision,Vehicle Theft,Rear Collision,Side Collision,Fire,None,Other,Police,Minor Damage,Total Loss,Trivial Damage,250/500,500/1000,age_group
389,0,2000,791.47,0,1,5,1,4,0,0,0,5,6,1,0,1,2,0,6300,630,1260,4410,8,7,1,0.6633226780547589,3197.6399999999994,24,2015,1,1,1998,3,21,0,0,1,1,0,0,0,0,1,1,0,0,0,1,3
85,1,1000,1454.42,0,1,0,10,2,51600,-73900,1,6,19,1,1,0,1,1,74280,12380,12380,49520,11,15,1,4.255992079316841,-56826.96,19,2015,1,31,1993,10,29,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
206,1,1000,1302.4,6000000,1,3,2,4,47200,-69700,1,2,12,3,0,2,3,1,36300,3300,9900,23100,5,13,0,2.322635135135135,-20671.199999999997,12,2015,2,17,2014,7,27,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
177,0,2000,1057.77,0,0,3,12,4,0,-57700,0,5,22,3,0,1,1,0,18000,2250,2250,13500,1,4,0,1.4180776539323294,-5306.76,16,2015,2,16,2013,1,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
338,2,2000,1486.04,0,0,0,1,3,0,-56200,2,4,1,3,0,2,3,0,64100,12820,6410,44870,4,30,1,3.5945645249567084,-46267.520000000004,11,2015,1,14,2008,1,25,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3
8,2,2000,1266.92,0,1,5,11,3,0,0,2,0,16,3,0,1,3,1,71500,16500,11000,44000,5,13,1,4.703006767067639,-56296.96,19,2015,1,9,2013,12,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
175,2,500,1185.44,0,1,5,3,1,44900,-52500,0,3,15,3,1,2,1,1,42680,3880,7760,31040,0,31,1,3.0002924371260176,-28454.72,19,2015,1,30,1992,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2
325,1,1000,1690.27,0,0,0,10,1,61500,0,5,6,11,1,1,0,3,0,72930,6630,6630,59670,4,30,1,3.595579404473842,-52646.76,19,2015,1,14,2006,2,5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,3
243,1,500,1307.74,0,0,0,6,3,0,-75700,4,5,10,3,0,0,1,0,37530,4170,4170,29190,7,36,0,2.391530426537385,-21837.12,17,2015,1,28,2006,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
87,1,1000,1074.07,0,0,5,11,0,0,-47500,1,6,16,3,0,0,3,1,60940,5540,11080,44320,9,35,1,4.728121382529382,-48051.16,19,2015,1,27,2009,6,26,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
317,1,1000,1012.78,0,1,4,11,2,43700,0,6,0,18,1,0,2,1,0,104610,19020,19020,66570,8,24,1,8.60749619858212,-92456.64,26,2015,1,26,1999,7,22,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3
204,2,1000,1693.83,7000000,1,2,10,2,44000,-20800,1,4,6,1,0,1,0,0,53400,5340,5340,42720,6,8,0,2.6271821847528973,-33074.04,22,2015,1,9,1992,4,7,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2
280,0,1000,1387.35,0,1,3,13,1,0,-72000,6,2,16,1,0,2,2,0,61320,10220,10220,40880,2,22,0,3.683281075431579,-44671.8,27,2015,2,4,2014,7,16,0,1,0,0,0,1,0,0,0,1,0,0,1,0,3
241,1,1000,935.77,0,1,0,9,3,0,-36000,3,3,21,1,0,1,0,1,7150,1300,650,5200,13,20,0,0.6367305356373183,4079.24,22,2015,2,20,1992,12,11,0,0,1,1,0,0,0,0,1,0,0,1,1,0,2
150,1,1000,1354.5,0,1,5,6,0,52800,0,1,0,6,3,0,0,3,1,64800,6480,12960,45360,11,15,1,3.9867109634551494,-48546.0,25,2015,1,2,1994,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
177,0,2000,1540.19,0,0,1,0,2,0,-74500,5,1,20,1,1,2,0,0,73700,7370,7370,58960,3,32,1,3.987603261069522,-55217.72,24,2015,2,1,2012,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
140,2,1000,1520.78,0,0,2,2,5,0,-42900,4,1,5,1,0,0,2,1,2860,520,260,2080,3,34,1,0.15671782462508274,15389.36,28,2015,1,21,2008,3,21,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
257,1,2000,1306.0,0,1,0,6,0,46100,-46900,1,1,3,3,1,2,1,0,50050,7700,3850,38500,5,16,1,3.193593670239918,-34378.0,17,2015,2,21,2000,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
256,0,2000,1415.74,6000000,0,6,1,4,48900,-62400,2,0,5,1,0,1,2,0,63400,6340,6340,50720,3,34,1,3.7318528355018104,-46411.119999999995,11,2015,1,10,1990,5,25,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2
102,2,500,1537.07,3000000,1,3,12,5,0,0,2,3,11,1,0,1,0,0,47400,9480,4740,33180,3,32,1,2.5698244061753854,-28955.16,21,2015,2,4,2014,9,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
152,1,500,1448.54,0,0,3,2,5,58600,0,5,4,9,1,1,1,1,0,84590,7690,7690,69210,12,18,1,4.866394208421353,-67207.52,25,2015,2,11,2009,11,17,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1
126,0,2000,1171.75,0,0,0,6,1,46500,-42700,1,3,23,1,0,2,3,0,48730,4430,4430,39870,3,25,0,3.465614109949506,-34669.0,14,2015,1,31,2012,10,6,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
272,2,2000,945.73,5000000,1,4,10,5,38600,-42800,1,0,23,1,0,0,0,0,84100,16820,8410,58870,5,13,1,7.410501235377257,-72751.24,16,2015,2,4,1991,4,8,0,1,0,0,0,1,0,0,0,1,0,0,1,0,2
199,0,1000,1281.25,0,0,2,12,2,0,-53100,6,1,6,1,0,0,2,0,44440,8080,4040,32320,2,38,1,2.890406504065041,-29065.0,18,2015,2,4,1991,9,26,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2
286,1,500,1386.93,0,1,2,8,0,54100,-77600,1,6,15,3,1,0,0,0,65800,13160,6580,46060,0,33,0,3.9535761237649583,-49156.84,24,2015,1,17,2002,11,20,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3
354,0,2000,1526.11,5000000,0,5,11,4,0,0,4,1,12,1,0,2,3,1,90240,15040,15040,60160,3,25,0,4.927560922869256,-71926.68,30,2015,1,3,2003,4,8,0,1,0,0,0,0,0,0,1,1,0,0,0,1,3
283,2,500,1195.01,0,0,0,11,3,60700,-54300,6,3,13,3,0,0,2,0,42700,0,6100,36600,8,24,1,2.9776598801125793,-28359.88,14,2015,1,8,2012,10,25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
15,1,2000,1586.41,0,0,2,11,2,33500,-58900,6,4,10,1,1,1,3,0,75570,6870,13740,54960,2,37,1,3.9696547550759256,-56533.08,15,2015,1,20,2005,4,7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
140,1,500,708.64,6000000,1,2,6,4,53500,0,6,3,9,1,0,0,2,1,77880,14160,7080,56640,11,21,0,9.15838789794536,-69376.32,10,2015,1,6,2004,11,15,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1
148,0,1000,1236.32,5000000,0,4,0,3,55100,0,3,4,0,1,0,2,0,0,61050,5550,11100,44400,4,27,0,4.115034942409732,-46214.16,16,2015,1,10,1996,1,4,0,1,0,0,1,0,0,0,1,0,1,0,0,1,2
189,2,2000,838.02,0,0,1,12,3,0,0,5,4,7,3,0,2,0,1,64400,6440,6440,51520,4,27,0,6.403983994017645,-54343.76,28,2015,2,13,1997,9,11,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2
56,0,1000,1523.17,0,1,5,9,3,0,0,3,3,10,3,0,1,2,1,94560,7880,15760,70920,7,17,0,5.17342122021836,-76281.95999999999,30,2015,2,21,2006,6,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
75,1,1000,1202.75,0,1,2,5,1,57900,-90100,4,4,23,3,0,0,2,1,79560,6630,13260,59670,13,28,0,5.512367491166078,-65127.0,22,2015,1,21,1992,8,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
297,0,1000,1243.68,0,1,5,10,5,0,-71400,1,6,18,3,0,0,2,0,54960,6870,0,48090,12,11,1,3.6826193232985975,-40035.84,23,2015,2,20,2014,7,28,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1,2,500,854.58,0,0,3,2,2,52200,0,4,4,15,1,0,2,3,1,86790,7890,23670,55230,6,8,0,8.463221699548315,-76535.04,22,2015,1,1,2006,5,24,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1
114,2,1000,1173.25,0,0,5,10,0,0,-34700,6,0,3,1,0,0,3,1,4680,520,520,3640,3,25,0,0.33240997229916897,9399.0,12,2015,2,25,2007,7,11,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1
3,0,500,995.7,5000000,0,3,8,4,0,0,3,6,3,1,0,2,1,0,5000,500,1000,3500,8,12,1,0.41846607077098186,6948.4000000000015,17,2015,2,2,1992,11,27,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
338,2,2000,1486.04,0,0,0,1,3,0,-56200,2,4,1,3,0,2,3,0,64100,12820,6410,44870,4,30,1,3.5945645249567084,-46267.520000000004,11,2015,1,14,2008,1,25,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3
115,2,1000,1051.67,0,0,0,3,1,0,0,6,5,18,3,1,0,3,0,34160,0,4270,29890,1,5,1,2.706806000614895,-21539.96,20,2015,3,1,2005,12,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
78,1,1000,1554.64,4000000,1,6,10,3,0,-27900,6,6,21,1,0,1,0,0,55660,5060,10120,40480,6,8,1,2.9835417417108356,-37004.32,16,2015,2,3,1999,1,25,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
254,1,500,1927.87,0,1,4,9,0,0,0,5,0,10,1,1,0,1,0,43280,0,5410,37870,6,10,1,1.8708038750883964,-20145.56,29,2015,1,21,1994,6,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2
250,0,2000,1539.06,0,1,5,11,2,37800,0,4,2,2,1,0,0,3,0,64200,10700,10700,42800,5,14,0,3.4761477785141577,-45731.28,23,2015,1,20,1990,3,28,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2
158,2,1000,1744.64,3000000,1,3,9,4,0,0,6,6,4,3,0,0,1,0,36400,3640,7280,25480,13,20,0,1.738658596233798,-15464.32,27,2015,2,7,2013,12,21,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
446,0,1000,1232.79,0,0,2,0,4,49900,-62100,5,6,3,1,1,2,0,1,70500,7050,14100,49350,11,15,0,4.765612959222577,-55706.520000000004,18,2015,1,7,1999,4,7,0,1,0,1,0,0,0,1,0,1,0,0,0,0,4
207,0,2000,1322.78,0,1,6,4,3,55200,0,6,6,9,1,0,0,1,0,5900,590,590,4720,2,37,0,0.3716919417187035,9973.36,18,2015,2,28,2000,10,3,1,0,0,1,0,0,1,0,0,0,0,1,1,0,2
142,1,2000,1362.64,5000000,0,3,3,5,0,0,0,1,11,1,1,1,3,0,81360,6780,13560,61020,11,21,1,4.975635531028004,-65008.32,16,2015,1,21,1995,2,17,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
78,1,1000,1554.64,4000000,1,6,10,3,0,-27900,6,6,21,1,0,1,0,0,55660,5060,10120,40480,6,8,1,2.9835417417108356,-37004.32,16,2015,2,3,1999,1,25,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
186,2,2000,1628.0,0,0,3,8,4,0,0,1,2,22,1,1,1,2,1,55600,11120,5560,38920,7,17,0,2.846027846027846,-36064.0,16,2015,1,28,2009,2,20,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2
102,2,500,1537.07,3000000,1,3,12,5,0,0,2,3,11,1,0,1,0,0,47400,9480,4740,33180,3,32,1,2.5698244061753854,-28955.16,21,2015,2,4,2014,9,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
232,2,500,1483.91,8000000,1,1,6,0,0,-33600,1,0,17,3,0,0,1,0,70600,7060,14120,49420,13,28,1,3.964750782280147,-52793.08,12,2015,1,18,2001,5,16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
223,2,500,1734.09,0,0,4,0,1,0,0,6,0,6,1,1,0,3,0,5200,650,650,3900,0,23,0,0.24989091300528427,15609.079999999998,19,2015,1,12,2002,4,19,1,0,0,1,0,0,1,0,0,0,0,1,1,0,2
94,1,2000,1025.54,0,0,2,1,2,0,-52600,0,0,19,1,0,1,3,1,64100,6410,6410,51280,3,25,0,5.208638050848009,-51793.520000000004,24,2015,2,20,2002,3,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
261,0,1000,1245.61,0,1,4,13,3,0,0,1,1,11,1,1,1,0,0,59670,9180,9180,41310,5,13,0,3.992019974149212,-44722.68,17,2015,2,12,1992,9,24,0,1,0,0,0,1,0,0,0,0,1,0,0,1,3
147,1,500,1054.92,6000000,0,6,9,3,51900,0,1,4,4,1,0,0,0,0,68240,8530,0,59710,12,11,1,5.390614138196893,-55580.96,12,2015,1,16,1997,2,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
200,1,2000,1318.06,0,1,2,3,5,57300,-80600,5,2,13,1,0,0,3,1,6490,1180,1180,4130,13,20,0,0.4103252760370039,9326.72,23,2015,1,19,1994,8,21,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1
317,1,1000,1012.78,0,1,4,11,2,43700,0,6,0,18,1,0,2,1,0,104610,19020,19020,66570,8,24,1,8.60749619858212,-92456.64,26,2015,1,26,1999,7,22,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3
110,1,1000,1183.48,0,1,0,7,0,0,0,5,3,19,1,0,2,3,0,55200,13800,9200,32200,10,2,1,3.886842194206915,-40998.24,10,2015,1,26,1995,4,16,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
437,2,1000,1269.64,0,0,1,1,4,48800,0,4,5,10,1,0,1,3,0,84480,7680,15360,61440,3,32,1,5.544878863299833,-69244.32,13,2015,2,14,1998,1,19,0,1,0,0,0,0,0,1,0,1,0,0,0,1,4
398,2,500,990.98,0,0,0,3,5,0,-57900,0,4,18,1,1,2,1,0,99320,7640,15280,76400,0,33,1,8.352001722200919,-87428.24,23,2015,2,2,2000,11,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4
81,1,500,920.3,5000000,0,2,12,3,51000,-67900,6,2,11,3,0,1,0,0,73920,13440,6720,53760,6,10,1,6.693469520808433,-62876.4,22,2015,2,21,2014,2,23,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27,2,500,1008.38,0,0,6,0,2,37900,0,4,0,11,1,0,1,0,0,61500,12300,6150,43050,4,27,0,5.082409409151312,-49399.44,12,2015,2,1,2014,8,27,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
274,1,1000,1353.53,0,0,3,12,4,54700,-47900,1,1,13,1,1,0,0,0,58500,11700,0,46800,0,23,1,3.60169334998116,-42257.64,30,2015,1,14,2003,5,27,0,1,0,0,1,0,0,0,0,1,0,0,1,0,2
435,1,2000,1145.85,0,1,3,11,1,0,-40000,1,1,19,3,0,1,1,1,41490,9220,4610,27660,8,12,0,3.0174106558450062,-27739.800000000003,21,2015,1,10,1997,11,15,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4
439,2,500,1280.9,0,1,2,1,3,48900,-40900,0,6,9,1,0,2,0,0,50000,15000,5000,30000,7,36,0,3.2529211231686053,-34629.2,16,2015,1,30,1997,5,11,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4
285,2,2000,1512.58,0,0,1,11,2,47600,0,4,0,7,1,0,1,1,0,2520,280,280,1960,2,0,0,0.13883563183434927,15630.96,28,2015,1,13,1994,11,7,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2
475,0,500,1265.72,0,0,5,5,5,0,-59500,4,1,23,1,1,0,2,0,64350,9900,9900,44550,8,12,0,4.236719021584553,-49161.36,27,2015,2,18,2004,8,12,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4
264,0,500,1047.06,6000000,1,1,3,5,0,0,4,6,20,3,0,0,2,0,69850,12700,6350,50800,5,16,0,5.559216600131161,-57285.28,26,2015,2,13,2010,2,28,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
65,1,500,1455.65,4000000,0,1,13,5,0,-66300,6,2,6,3,0,2,3,0,79800,15960,7980,55860,6,10,0,4.568405866794902,-62332.2,26,2015,2,15,2009,9,8,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
70,2,1000,1199.44,5000000,1,1,6,3,63600,0,1,5,0,3,0,1,2,1,52110,5790,5790,40530,9,26,0,3.620439538451277,-37716.72,13,2015,2,22,2005,6,8,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
135,0,2000,1687.53,0,0,3,10,2,0,-69600,0,3,7,1,0,1,2,0,78200,15640,7820,54740,1,4,0,3.861659743332958,-57949.64,16,2015,1,23,1998,5,5,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1
39,1,500,1173.21,0,1,3,4,1,0,0,4,3,14,1,1,0,1,1,86130,15660,7830,62640,11,21,1,6.117830567417598,-72051.48,16,2015,2,14,1993,1,28,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
61,2,2000,1188.28,6000000,0,3,4,5,0,-53800,5,2,16,2,1,1,0,0,53820,11960,5980,35880,5,14,1,3.774362944760494,-39560.64,10,2015,2,14,2011,7,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
235,0,500,1398.94,0,1,1,2,0,0,0,1,5,11,1,0,1,2,0,68300,6830,13660,47810,11,15,0,4.068556669097078,-51512.72,22,2015,1,24,1995,10,9,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2
339,2,500,1698.51,0,1,3,7,4,0,0,4,2,18,3,0,2,1,0,51840,8640,8640,34560,13,20,0,2.5434056908702334,-31457.88,24,2015,2,10,2005,10,10,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3
156,1,500,1090.65,0,1,2,3,4,0,-51800,0,1,16,4,0,1,2,1,53400,5340,5340,42720,6,10,1,4.080135698895154,-40312.2,15,2015,1,16,1993,2,9,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2
122,0,500,1236.5,0,1,6,7,0,0,-48700,1,2,1,1,0,0,1,0,5060,460,920,3680,9,35,0,0.3410163094756706,9778.0,22,2015,2,12,1991,6,3,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
478,0,1000,1292.3,0,1,2,0,3,47600,0,5,3,5,1,1,1,3,0,4700,940,470,3290,4,27,1,0.3030772008563543,10807.599999999999,18,2015,2,21,2009,6,29,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4
428,0,1000,1496.44,0,0,2,12,4,0,0,0,6,9,1,1,2,2,0,6930,630,1260,5040,6,8,0,0.38591590708615114,11027.279999999999,12,2015,2,16,2014,5,6,1,0,0,1,0,0,0,0,1,0,0,1,0,0,3
241,0,2000,1104.5,0,0,6,6,4,0,0,4,4,5,1,0,2,2,0,91650,14100,14100,63450,0,33,0,6.914893617021277,-78396.0,14,2015,2,15,2014,3,4,0,1,0,1,0,0,0,0,1,1,0,0,0,1,2
398,0,2000,1396.43,0,0,0,8,4,21500,0,6,2,16,1,1,2,1,0,47430,5270,5270,36890,12,9,0,2.8304318870262026,-30672.84,25,2015,1,29,1990,12,20,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3
460,2,2000,1567.37,0,0,3,2,0,62500,0,1,5,10,1,0,2,3,0,58300,5830,11660,40810,9,26,1,3.0996722747872765,-39491.56,11,2015,2,15,1997,11,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
103,2,2000,1021.14,0,0,5,7,5,69500,-47700,1,3,1,3,0,2,3,0,79090,14380,14380,50330,4,30,0,6.454387579894366,-66836.32,11,2015,1,19,1994,9,17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
317,1,1000,1012.78,0,1,4,11,2,43700,0,6,0,18,1,0,2,1,0,104610,19020,19020,66570,8,24,1,8.60749619858212,-92456.64,26,2015,1,26,1999,7,22,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3
104,1,500,1158.03,0,1,2,3,3,31900,-44600,1,5,23,3,1,1,3,1,63570,9780,9780,44010,13,20,1,4.5745792423339635,-49673.64,19,2015,1,8,1997,7,14,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
116,1,500,1737.66,0,1,0,13,4,0,-24100,6,4,1,1,0,1,1,0,97080,16180,16180,64720,2,37,1,4.655686382836688,-76228.08,24,2015,1,1,2012,8,30,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
246,2,2000,1649.18,0,1,1,4,2,0,-58600,1,2,18,1,1,1,2,1,61380,11160,5580,44640,6,10,1,3.1015413720758196,-41589.84,16,2015,2,22,2001,7,11,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2
147,1,2000,1375.29,0,0,5,1,3,0,0,4,1,11,3,0,0,1,0,56160,6240,6240,43680,5,16,1,3.4029186571559453,-39656.520000000004,10,2015,1,31,2013,4,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
325,1,1000,1690.27,0,0,0,10,1,61500,0,5,6,11,1,1,0,3,0,72930,6630,6630,59670,4,30,1,3.595579404473842,-52646.76,19,2015,1,14,2006,2,5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,3
109,2,2000,1007.28,6000000,0,2,0,0,0,0,1,5,17,3,0,1,3,1,91080,16560,16560,57960,7,36,0,7.53514415058375,-78992.64,30,2015,2,21,2006,10,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
158,2,2000,1327.41,0,0,0,5,2,0,-38600,4,2,0,1,0,0,0,0,35000,3500,7000,24500,11,21,0,2.197261333473958,-19071.079999999998,13,2015,1,4,2013,12,4,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
19,2,500,1304.35,0,1,3,13,1,0,0,1,1,6,3,0,0,2,0,75400,11600,11600,52200,4,27,1,4.8172141935319,-59747.8,20,2015,2,8,2002,10,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
70,0,1000,1319.81,0,1,2,6,0,67200,-59400,6,0,14,4,0,1,0,1,31680,3520,3520,24640,12,9,0,2.0002879202309423,-15842.28,19,2015,1,28,2003,10,11,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
51,2,500,1430.8,0,1,6,6,4,0,0,1,6,23,1,0,2,3,0,64200,6420,19260,38520,6,10,1,3.7391668996365675,-47030.4,18,2015,2,12,2013,12,25,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1
371,0,1000,1242.96,7000000,0,2,7,3,0,-37100,1,5,2,2,1,2,0,0,88920,6840,13680,68400,0,31,0,5.961575593743966,-74004.48,15,2015,2,22,1997,10,12,0,0,0,1,0,0,0,1,0,1,0,0,1,0,3
119,0,500,1299.18,0,0,1,12,5,57100,0,2,6,7,1,1,2,1,1,45540,8280,8280,28980,6,10,1,2.921073292384427,-29949.84,27,2015,1,8,2011,12,30,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
230,1,1000,1023.11,0,0,4,0,3,0,-45300,1,3,13,3,0,1,2,1,58850,10700,10700,37450,0,23,0,4.7933913916066375,-46572.68,26,2015,2,6,2004,11,16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2
43,0,500,1320.39,0,0,0,1,1,0,0,6,0,16,1,0,2,1,0,79970,7270,21810,50890,6,8,1,5.0471199165903,-64125.32,29,2015,1,19,1997,11,7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2
269,0,2000,1081.08,0,1,3,8,4,36400,-28700,4,6,14,1,1,0,2,0,56400,11280,11280,33840,12,18,0,4.347504347504348,-43427.04,11,2015,2,14,2007,12,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2
137,1,500,1667.83,0,1,3,9,0,48500,-67400,6,4,4,1,1,1,1,0,6600,1200,1200,4200,7,17,0,0.32976982066517574,13413.96,20,2015,2,4,2010,3,11,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1
64,2,2000,1202.28,0,1,2,3,2,0,-61400,5,2,4,1,0,1,2,0,43700,4370,4370,34960,9,29,1,3.028967184571536,-29272.64,18,2015,1,12,2011,10,22,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
81,1,500,920.3,5000000,0,2,12,3,51000,-67900,6,2,11,3,0,1,0,0,73920,13440,6720,53760,6,10,1,6.693469520808433,-62876.4,22,2015,2,21,2014,2,23,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
121,2,1000,936.61,0,0,4,1,5,52800,-32800,4,6,5,1,0,1,1,0,7280,1120,1120,5040,12,18,0,0.6477260190118264,3959.3199999999997,15,2015,1,8,2012,10,26,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
96,1,1000,1274.7,5000000,1,1,9,2,47500,-58700,0,6,15,3,1,2,3,1,55400,5540,11080,38780,3,32,1,3.621767213200491,-40103.6,21,2015,1,11,2006,12,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
125,2,500,1054.83,7000000,1,3,12,0,0,-51300,1,3,17,1,1,2,3,0,88660,8060,16120,64480,8,7,1,7.004288210738539,-76002.04000000001,18,2015,2,25,1996,7,7,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
128,0,500,1045.12,0,0,2,13,2,0,-28300,1,6,2,3,0,0,2,0,69930,0,15540,54390,5,13,1,5.575914727495408,-57388.56,12,2015,1,19,1993,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
124,1,1000,1310.71,0,0,5,4,5,29300,0,1,1,23,1,1,0,1,0,57700,5770,5770,46160,12,9,0,3.6684951921731987,-41971.479999999996,22,2015,2,25,2006,8,18,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
27,1,2000,1371.78,0,1,3,4,2,0,-32500,3,5,10,3,0,0,2,1,53600,5360,10720,37520,1,5,1,3.2561100662399705,-37138.64,10,2015,2,4,1995,8,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
199,2,1000,895.83,0,0,0,11,0,0,0,0,0,10,1,0,1,2,0,30100,3010,0,27090,3,25,0,2.800010418643418,-19350.04,26,2015,2,11,1995,12,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2
136,1,500,1169.62,0,0,3,11,1,0,0,4,0,6,1,1,0,0,0,55000,10000,10000,35000,12,9,1,3.9186516418437902,-40964.56,17,2015,2,4,2000,12,27,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
196,1,2000,1463.07,0,1,4,1,3,0,0,6,6,3,1,0,1,1,0,5300,530,530,4240,7,17,1,0.3018766475060432,12256.84,24,2015,1,24,1996,1,16,0,0,1,1,0,0,0,0,1,0,0,1,1,0,2
451,1,2000,1618.65,2000000,0,0,13,4,0,-42600,2,1,3,3,1,2,1,1,78100,15620,7810,54670,3,34,1,4.02084041227772,-58676.2,28,2015,2,4,1998,6,18,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4
107,1,500,1239.22,7000000,0,2,12,1,43400,-91200,4,6,12,1,1,0,1,0,89700,13800,13800,62100,1,5,1,6.032020141702039,-74829.36,16,2015,1,30,2011,8,17,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1
